name,status,location,price,score,cuisines
Chestnut Hill Brewing Company,,Chestnut Hill Philadelphia United States,,5.542408376963351,Brewery
Grotto Pizza,, Wilmington United States,★★,5.538089005235602,Pizza
Mama's Pizzeria,, Bala Cynwyd United States,★★,5.533769633507854,Pizza
Anthony's Coal Fired Pizza & Wings,, Wayne United States,★★,5.529450261780105,Pizza
Texas Roadhouse,,Winding River Royersford ,★★,5.529450261780105,American Barbecue Bar Food Beverages Burgers Chicken National Chain Southwestern Steakhouse
Smokin' Wolf BBQ & More,,Apaquogue East Hampton ,★★,5.529450261780105,Barbecue
Anthony's Coal Fired Pizza,,Swedetown Village Woodbury ,★★,5.516492146596859,Pizza
Market Street Catch,,St. Lawrence Toronto Canada,★★,5.516492146596859,Seafood
Taqueria Diana,OPERATIONAL,East Village New York United States,★,5.507853403141361,Mexican
El Vez,OPERATIONAL,Battery Park City New York United States,★★,5.507853403141361,Mexican
Tacombi,OPERATIONAL,South Village New York United States,★★,5.507853403141361,Mexican Taqueria
Butler,OPERATIONAL,Williamsburg New York United States,★★,5.507853403141361,Cafe
Red Paper Clip,OPERATIONAL,West Village New York United States,★★,5.490575916230367,American
Fiddlesticks Pub,OPERATIONAL,West Village New York United States,★★,5.486256544502618,American Bar Food Burgers Pub Sandwiches
The Cheesecake Factory,,Clarksville Lawrence Township ,★★,5.481937172774869,American Bar Food Burgers Dessert Global
Shake Shack,,Back Bay Boston ,★★,5.477617801047121,American Burgers Fast Food National Chain Southern
Shake Shack Princeton,,Clarksville Lawrence Township ,★★,5.477617801047121,American Burgers Fast Food National Chain Southern
Seasons 52,,Woods Corner Burlington ,★★,5.468979057591623,American
Pumpernicks Deli,, North Wales United States,★★,5.464659685863874,Delicatessen
BJ's Restaurant & Brewhouse,, Allentown United States,★★,5.4603403141361255,
Molly Malloy's,,Center City East Philadelphia United States,★★,5.4603403141361255,
Fergie's Pub,,Midtown Village Philadelphia United States,★★,5.451701570680628,Pub
Wharfside Seafood & Patio Bar,,West Point Pleasant Point Pleasant Beach ,★★,5.44738219895288,Seafood
Big Fish Seafood Market,, Rehoboth Beach United States,,5.44738219895288,Seafood
CIRCA at Foggy Bottom,,George Washington University Washington D.C. ,★★,5.438743455497383,American
Founding Farmers DC,,George Washington University Washington D.C. ,★★,5.438743455497383,American Breakfast Dessert
Doc Ford's Rum Bar & Grille - Ft. Myers Beach,,Jonathon Harbour Fort Myers Beach ,★★,5.438743455497383,American Caribbean Seafood
Serendipity Restaurant,, Millsboro United States,★★,5.425785340314136,
MilkBoy South Street,,Society Hill Philadelphia United States,★★,5.4214659685863875,
Famous 4th Street Delicatessen,,Queen Village Philadelphia ,★★,5.4214659685863875,Delicatessen Jewish
B.GOOD,, Natick United States,★★,5.41282722513089,
Shake Shack Midtown Village (12th & CHESTNUT),,Midtown Village Philadelphia United States,★★,5.41282722513089,Burgers
HipCityVeg,,Spruce Hill Philadelphia ,★★,5.41282722513089,Vegetarian
Race Street Cafe,,Old City District Philadelphia ,★★,5.399869109947645,
Caffè Nero,,Jamaica Hills Boston Stany Zjednoczone,★★,5.395549738219896,
The Greene Turtle Sports Bar & Grille,, Lewes United States,★★,5.391230366492147,
B.GOOD,,Back Bay Boston ,★★,5.391230366492147,Fast Food
Temazcal Tequila Cantina,,Seaport District Boston ,★★★,5.3825916230366495,Mexican
Chickie's & Pete's,,Packer Park Philadelphia United States,★★,5.378272251308901,American Bar
Jake n JOES Sports Grille - Waltham,, Waltham ,★★,5.378272251308901,Bar Sports Bar
Rainforest Cafe,,Golden Oak Lake Buena Vista ,★★,5.369633507853403,American
The Grey Dog—Chelsea,OPERATIONAL,Chelsea New York United States,★★,5.365314136125654,American
Häagen-Dazs® Ice Cream Shop,,Georgetown Washington D.C. ,★★,5.365314136125654,Ice Cream
Planet Hollywood,CLOSED_TEMPORARILY,Midtown Manhattan New York United States,★★,5.356675392670157,American
It's Greek to Me,,Ridgewood Junction Ridgewood ,★★,5.356675392670157,Greek
Olive Garden Italian Restaurant,OPERATIONAL,Theater District New York United States,★★,5.348036649214659,American Italian
La Lanterna di Vittorio,OPERATIONAL,South Village New York United States,★★,5.348036649214659,Dessert Italian Pizza
Amelie Wine Bar & Bistro,OPERATIONAL,Greenwich Village New York United States,★★,5.348036649214659,French Wine Bar
Honeybrains at Saks,OPERATIONAL,Midtown East New York United States,★★,5.348036649214659,
Blue Haven,OPERATIONAL,South Village New York United States,★★,5.330759162303665,American Bar Food
Ess-a-Bagel Time Out Market New York,,Fulton Ferry District New York United States,,5.326439790575916,Bagels
Bubba Gump Shrimp Co.,OPERATIONAL,Midtown Manhattan New York United States,★★,5.326439790575916,Seafood
La Pescheria at Eataly Boston,,Prudential / St. Botolph Boston ,★★,5.326439790575916,Italian New England Seafood
Pick A Bagel,OPERATIONAL,Battery Park City New York United States,★,5.31348167539267,Bagels
Leon's Bagels,,South Village New York United States,,5.31348167539267,Bagels
The Smith,OPERATIONAL,East Village New York United States,★★,5.3048429319371735,American
Coach's Steak & Hoagie House,, Doylestown United States,★,5.300523560209424,
MISSION BBQ,, Plymouth Meeting United States,★★,5.296204188481676,Barbecue
Zook's BBQ Barn,, Newtown United States,,5.296204188481676,Barbecue
On The Border Mexican Grill & Cantina - Neshaminy Mall,, Bensalem United States,★★,5.287565445026178,Mexican
Planet Hollywood at Disney Springs™,, Lake Buena Vista United States,★★,5.287565445026178,
PrimoHoagies,,Elmwood Terrace Langhorne United States,★★,5.278926701570681,Sandwiches
Cheeky Monkey Brewing Co.,,West Fens Boston ,★,5.274607329842932,American Brewery Mexican Southern
Strawberry Family Restaurant,,Palm Pennsburg ,★,5.274607329842932,American
Hard Rock Cafe,,Florida Center Orlando United States,★★,5.265968586387435,American
The Smith,OPERATIONAL,NoMad New York United States,★★★,5.265968586387435,American
Cavaluzzo's Pasta Steak & Subs,, Emmaus United States,★,5.257329842931938,
Arena's Cafe,, Rehoboth Beach United States,★,5.257329842931938,
Monk's Cafe,,Rittenhouse Square Philadelphia United States,★★,5.24869109947644,Beer Belgian Brewery
Thompson Island Brewing Company,,Spring Lake Rehoboth Beach ,★★,5.24869109947644,Brewery
Rainforest Cafe Niagara Falls,,Falls View Niagara Falls ,★★★,5.240052356020943,
Starkey's Funnel Cake Factory,, Rehoboth Beach United States,,5.235732984293194,
Royal Farms,, Rehoboth Beach United States,,5.235732984293194,
Luigi's Pizza Fresca,,Fairmount Philadelphia United States,★,3.4,Pizza
DMA Pizza,, Reading United States,★,3.3829896907216495,Pizza
Robin Hood Restaurant,, Rehoboth Beach United States,★,3.365979381443299,
Valley Forge Trattoria & Lounge,, Phoenixville United States,★★,5.227094240837697,
Crispino's Pizza,, West Islip United States,★★,5.222774869109948,Pizza
Original Dominick's Pizzeria Washington Crossing PA,, Washington Crossing United States,★★,5.218455497382199,Pizza
"Bob's Grill, Breakfast, Lunch & Dinner",,Historic/Old Town Ocean City United States,,5.218455497382199,Burgers
Mel's Commonwealth Cafe,,Cochituate Wayland United States,★★,5.2098167539267015,
The Bonfire Restaurant,, Ocean City United States,★★,5.2098167539267015,
Grotto Pizza,, Middletown United States,★★,5.201178010471205,Pizza
Pizza Como & PC Pub,, Pennsburg United States,★★,5.201178010471205,Pizza Pub
Tequila Mockingbird,,North Ocean City Ocean City United States,★★,5.192539267015707,
Manco & Manco Pizza,,Historic/Old Town Ocean City ,★★,5.188219895287959,Pizza
Ike's Famous Crabcakes,, Ocean City United States,★★,5.188219895287959,
Royal Farms,, Ocean City United States,,5.179581151832461,
Royal Farms,, Ocean City United States,,5.179581151832461,
Manco & Manco Pizza 12th Street,,Historic/Old Town Ocean City United States,,5.1709424083769635,Pizza
Market Cafe & Catering,, Topton United States,★★,5.166623036649215,
La Fontana Della Citta,, Philadelphia ,★★,5.162303664921466,Italian
Buca D'oro Ristorante,,Washington Square West Philadelphia United States,★★,5.162303664921466,Italian
Frank Pepe Pizzeria Napoletana,,Thompsonville Newton ,★★,5.153664921465969,Italian Pizza
Windmill Family Restaurant,, Morgantown United States,★,5.14934554973822,
Five Guys,, Doylestown United States,★★,5.145026178010472,
PrimoHoagies,, Doylestown United States,★★,5.140706806282723,
Capri Pizza Restaurant & Bar,, Plumsteadville United States,★★,5.136387434554974,Pizza
Columbus General Store Deli & Grill Premium Catering,,Columbus Mansfield United States,★,5.1320680628272255,Delicatessen
Jersey Mike's Subs,, Red Bank United States,★,5.1320680628272255,
Sandwich Connection & Deli,, Doylestown United States,★,5.1320680628272255,Delicatessen Sandwiches
Melt Shop,, King of Prussia United States,★,5.119109947643979,
Dimitri's Pizza,, Royersford United States,★,5.11479057591623,Pizza
The M&M Sandwich and Pizza Shop,, Oley United States,★,5.110471204188482,Pizza Sandwiches
Scotty's Sandwich Shop,, New Berlinville United States,★,5.110471204188482,Sandwiches
Chick-fil-A,, Royersford United States,★,5.110471204188482,
Main Line Pizza Inc,, Wayne United States,★,5.097513089005236,Pizza
Oath Pizza - Suburban Square,, Ardmore United States,★,5.097513089005236,Pizza
Anthony's Pizza Of Skippack,, Skippack United States,★,5.088874345549739,Pizza
Freddy's Frozen Custard & Steakburgers,, West Chester United States,★,5.08455497382199,
New Haven Style Pizza,, West Chester United States,★,5.080235602094241,Pizza
Freddy's Frozen Custard & Steakburgers,, Broomall United States,★,5.075916230366492,
Manhattan Bagel,, Lansdale United States,★,5.071596858638744,
McDonald's,, Lansdale United States,★,5.071596858638744,
Wendy's,, Lansdale United States,★,5.062958115183246,
Freddy's Frozen Custard & Steakburgers,, Lansdale United States,★,5.058638743455497,
Wendy's,, King of Prussia United States,★,5.054319371727749,
Freedom Deli & Catering,, King of Prussia United States,★,5.050000000000001,Delicatessen
Chick-fil-A,, King of Prussia United States,★,5.050000000000001,
Chick-fil-A,, King of Prussia United States,★,5.041361256544503,
New Village Pizza and Grill,, Warminster United States,★,5.037041884816754,Pizza
Allegro Pizza and Grill,,University City Philadelphia ,★,5.037041884816754,Pizza
Chick-fil-A,,South Philadelphia Philadelphia United States,★,5.028403141361257,
Gallagher's Country Tavern,, Spring City United States,★,5.028403141361257,
OCF Coffee House,,Rittenhouse Square Philadelphia United States,★,5.019764397905759,Coffee Shop
Olde Indian Valley Inn,, Souderton United States,★,5.019764397905759,Indian
Pudge's Steaks & Hoagies,, Blue Bell United States,★,5.019764397905759,
Lisa's Pizza & Restaurant,, Telford United States,★,5.006806282722513,Pizza
Catanzareti Pizza,, Lambertville United States,★,5.006806282722513,Pizza
Vincent's Pizzeria & Grill,, Collegeville United States,★,4.9981675392670155,Pizza
Panera Bread,, Collegeville United States,★★,4.9981675392670155,
Warminster West Diner,, Warminster United States,★,4.989528795811519,
2nd Story Brewing,, Philadelphia United States,,4.98520942408377,Brewery
Lazaro's Pizza,,Rittenhouse Square Philadelphia United States,,4.98520942408377,Pizza
Giuseppe’s Pizza & Family Restaurant,, Richboro United States,★★,4.976570680628273,Pizza
Nonna Giovanna's Pizzeria Ristorante,, Maple Glen United States,,4.976570680628273,Italian Pizza
Grotto Pizza,,White Creek Bethany Beach ,★★,4.976570680628273,Pizza
South Street Souvlaki,,Society Hill Philadelphia United States,★★,4.963612565445026,
Sal's Pizza & Steaks,, Warrington United States,★★,4.9592931937172775,Pizza
OCF Coffee House,,Spring Garden Philadelphia United States,★★,4.954973821989529,Coffee Shop
Chickie's & Pete's,,Somerton Philadelphia ,★★,4.954973821989529,American Bar
Bahama Breeze,, Cherry Hill United States,★★,4.946335078534032,
The Cheesecake Factory,,Kierland Commons Scottsdale United States,★★,4.942015706806282,
Margaritaville Niagara Falls,,Falls View Niagara Falls Canada,★★,4.937696335078535,
MISSION BBQ,, Warminster United States,★★,4.933376963350786,Barbecue
P.J. Whelihan's Pub + Restaurant - Horsham,, Horsham United States,★★,4.929057591623037,Pub
Tonelli's Pizza Pub,, Horsham United States,★★,4.929057591623037,Pizza Pub
OTTO,,North Brookline Brookline ,★★,4.9204188481675395,Pizza
Black Horse Tavern,, Eagleville United States,★,4.916099476439791,
Bull Restaurant & Tavern,, Montgomeryville United States,★,4.911780104712042,
Bonefish Grill,, Fullerton United States,★★,4.907460732984293,
Giuseppe's Pizza,, Harleysville United States,★★,4.903141361256544,Pizza
Uncle Bill's Pancake House,, Wildwood United States,★★,4.8988219895287965,
Bonefish Grill,, North Wales United States,★★,4.894502617801047,
Trivet,, Emmaus United States,★,4.890183246073299,
Bonefish Grill,, King of Prussia United States,★★,4.88586387434555,
The Cultured Pearl Restaurant & Sushi Bar,, Rehoboth Beach United States,★★★,4.8815445026178015,Japanese Sushi
Sushi Land,,Wynnewood House Bryn Mawr ,★★,4.8815445026178015,Japanese Sushi
Big Heads Holland,, Southampton United States,,4.872905759162304,
The Keg Steakhouse + Bar,, Niagara Falls Canada,★★★,4.868586387434555,Steakhouse
Fogo de Chão Brazilian Steakhouse,, King of Prussia United States,★★★,4.864267015706806,Steakhouse
Legal Sea Foods,, King of Prussia United States,★★★,4.864267015706806,
Devon Seafood Grill,,Rittenhouse Square Philadelphia ,★★★,4.855628272251309,Seafood Steakhouse
Vitality Bowls - King of Prussia,, King of Prussia United States,★★,4.85130890052356,
Mama Venezia Pizza,,Hicksville Hicksville United States,★★,4.85130890052356,Pizza
Sushi & Sushi,, King of Prussia United States,★★,4.8426701570680635,Japanese Sushi
Five Guys,, King of Prussia United States,★★,4.8426701570680635,
Alessio's Seafood Grille,, Warrington United States,★★,4.8426701570680635,Seafood
Panera Bread,, King of Prussia United States,★★,4.829712041884817,
Chili's Grill & Bar,, King of Prussia United States,★★,4.825392670157068,American National Chain
The Old Salty Dog,,City Island Sarasota United States,★★,4.82107329842932,American Seafood
Boathouse Restaurant,,Shawcrest Wildwood ,★★,4.82107329842932,American Seafood Steakhouse
Pizza Mia,, Downingtown United States,★★,4.82107329842932,Pizza
Maggiano's Little Italy,,Abrahams King of Prussia ,★★,4.808115183246073,Italian
Ferg's Sports Bar & Grill,,The Edge District St. Petersburg United States,★★,4.803795811518325,Bar Sports Bar
Plaza Azteca Mexican Restaurant · King Of Prussia,, King of Prussia United States,★★,4.803795811518325,Mexican
City Works,,Shand Tract King of Prussia ,★★,4.795157068062828,Bar Sports Bar
bartaco,,Abrahams King of Prussia ,★★,4.795157068062828,Latin American Mexican Taqueria
Randazzo's Pizza,, Jamison United States,,4.78651832460733,Pizza
Molly Maguire's Irish Restaurant & Pub,, Phoenixville United States,★★,4.782198952879582,Pub
Venezia Pizza,, Yardley United States,★★,4.777879581151833,Pizza
Nonna’s Pizzeria,, Gilbertsville United States,,4.773560209424084,Pizza
Little Gio's Pizza Shop,, Gilbertsville United States,★★,4.773560209424084,Pizza
Chili's Grill & Bar,, Stowe United States,★★,4.764921465968587,
Washington Grille & Pub,, Bechtelsville United States,★★,4.760602094240838,Pub
Argento's Pizza-Family Restaurant,, Boyertown United States,★,4.756282722513089,Pizza
Shady Maple Smorgasbord,, East Earl United States,★★,4.75196335078534,Dutch
Tröegs Independent Brewing,,Alpine Heights Hershey United States,,4.747643979057592,American Brewery
Bad Ass Cafe,, Ocean City United States,,4.747643979057592,
Applebee's Grill + Bar,, Lansdale United States,★★,4.739005235602095,
Olly,,Queen Village Philadelphia United States,,4.734685863874346,
SPIN Philadelphia,,Rittenhouse Square Philadelphia United States,★★,4.734685863874346,
Fishtown Pizza,,Fishtown Philadelphia United States,★★,4.726047120418849,Pizza
Applebee's Grill + Bar,, Norristown United States,★★,4.7217277486911,
Ron's Original Bar & Grille,, Exton United States,★★,4.717408376963351,
Hong Kong,, Exton United States,,4.717408376963351,
On The Border Mexican Grill & Cantina - Exton,, Exton United States,★★,4.7087696335078535,Mexican
Saladworks,, Exton United States,,4.7087696335078535,
Bistro 24 American Grille,, Exton United States,★★,4.7087696335078535,
Primos Hoagies Exton,, Exton United States,★★,4.695811518324607,
Ropewalk Restaurant - Chincoteague,, Chincoteague United States,★★,4.691492146596859,
Grotto Pizza,, Wilmington United States,★★,4.68717277486911,Pizza
Miller's Ale House,, Langhorne United States,★★,4.68717277486911,
Shake Shack Woodbury Commons,, Woodbury United States,★★,4.68717277486911,Burgers
Gianni's Pizzeria Red Bank,, Red Bank United States,★★,4.674214659685864,Pizza
Nemo's Pizza & Family Restaurant,,Townsends Inlet Avalon United States,,4.674214659685864,Pizza
Sapori Italian Restaurant and Pizza,, Perkasie United States,★★,4.665575916230367,Italian Pizza
99 Restaurants,,Banks Square Waltham United States,★★,4.661256544502618,American
The Cheesecake Factory,, South Huntington ,★★,4.661256544502618,American
DanDan Ardmore,, Ardmore United States,★★,4.652617801047121,Szechuan
Buffalo Wild Wings. Quakertown,, Quakertown United States,★★,4.652617801047121,
UNO Pizzeria & Grill,, Oaks United States,★★,4.643979057591624,Pizza
Panera Bread,, Levittown United States,★★,4.643979057591624,
Wood & Fire Neapolitan Style Pizza,, Scarsdale ,,4.643979057591624,Pizza
Rising Sun Inn,, Telford United States,★★,4.631020942408377,
The Bally Hotel,, Bally United States,★★,4.626701570680629,
Dave & Buster's,, Plymouth Meeting United States,★★,4.62238219895288,
Smokey Bones Reading,, Reading United States,★★,4.62238219895288,
Union & Finch,,West Walnut Allentown ,★★,4.613743455497382,Breakfast
Chickie’s & Pete’s,,Hamilton District Allentown United States,★★,4.613743455497382,
Saladworks,, Wayne United States,★★,4.605104712041885,
Five Guys,, Wayne United States,★★,4.605104712041885,
Bertucci's Italian Restaurant,, Wayne United States,★★,4.596465968586388,Italian
First Watch,, Wayne United States,★★,4.596465968586388,
Collegeville Diner,, Collegeville United States,★★,4.587827225130891,Diner
Island Pizza Restaurant,, Sanibel United States,★★,4.583507853403141,Pizza
Pizza Como,, Hamburg United States,★★,4.583507853403141,Pizza
Panera Bread,, Doylestown United States,★★,4.583507853403141,
Houlihan's,, Hershey United States,★★,4.570549738219896,
Durango's Saloon,, Boyertown United States,★★,4.570549738219896,
Texas Roadhouse,, Florence United States,★★,4.561910994764398,
Magerks Pub & Grill Fort Washington,, Fort Washington United States,★★,4.561910994764398,Pub
Sushi Nami Wayne,,West Wayne Wayne ,★★,4.561910994764398,Japanese Sushi
Great American Pub,, Wayne United States,★★,4.548952879581153,Pub
Paradise Pub,, Millsboro United States,★★,4.544633507853403,Pub
Delaney's Irish Pub And Grill,,Diamond Beach Cape May ,★★,4.540314136125655,Pub
PJ Ryan's Pub,, Phoenixville United States,★★,4.540314136125655,Pub
Tommy's Burger And Dogs,, Washington Crossing United States,,4.540314136125655,Burgers
Buffalo Wild Wings,, Glen Mills United States,★★,4.540314136125655,
Seaside Bar & Grill,, Long Neck United States,,4.540314136125655,
Arena's Pub,, Rehoboth Beach United States,,4.518717277486911,Pub
Great American Pub,, Narberth United States,★★,4.518717277486911,Pub
Jack Cassidy's Irish Pub,, Pottstown United States,★★,4.510078534031414,Pub
The Trappe Tavern,, Trappe United States,★★,4.510078534031414,
Boaters Grill Restaurant,, Key Biscayne United States,★★,4.501439790575916,Latin Seafood
"Kildares Irish Pub - West Chester, PA",, West Chester United States,★★,4.4971204188481675,Pub
The Social,, West Chester United States,★★,4.4971204188481675,
Bahama Breeze,, King of Prussia United States,★★,4.48848167539267,
Outback Steakhouse,, Fairless Hills United States,★★,4.48848167539267,Steakhouse
Peppers By Amedeo's Restaurant & Bar,, King of Prussia United States,★★,4.48848167539267,
Lindinger's Deli & Catering,, North Wales United States,★,4.4755235602094245,Delicatessen
Caitlyn & Cody's Diner & Restaurant,, Quakertown United States,★,4.471204188481676,
Quakertown Family Restaurant,, Quakertown United States,★,4.471204188481676,
Giuseppe Pizza & Family Restaurant,, Willow Grove United States,★,4.462565445026178,Pizza
Pizza Joe's Italian Restaurant,, Nazareth United States,★,4.462565445026178,Italian Pizza
Wendy's,, Phoenixville United States,★,4.453926701570681,
California Tortilla,,Wilmer Phoenixville ,★,4.453926701570681,Mexican
Jersey Mike's Subs,, West Chester United States,★,4.445287958115184,
Hong Kong Restaurant,, West Chester United States,★,4.445287958115184,
McDonald's,, Chalfont United States,★,4.445287958115184,
Pina's Pizzeria,, Chalfont United States,★,4.432329842931937,Pizza
MOD Pizza,, Wayne United States,★,4.428010471204189,Pizza
Jules Thin Crust,,South Wayne Historic District Wayne ,★,4.42369109947644,
Newtown Pizza,, Newtown United States,★,4.4193717277486915,Pizza
Movie Tavern Flourtown,, Flourtown United States,,4.415052356020943,
3J's Food Market Northern Liberties,,Northern Liberties Philadelphia United States,★,4.415052356020943,
Morgan's Pier,,Old City Philadelphia ,★★,4.406413612565445,Beer Garden Pub
The Twisted Tail,,Society Hill Philadelphia United States,★★,4.402094240837696,American Barbecue Southern
Lucky's Last Chance- Manayunk,,Roxborough-Manayunk Philadelphia ,★★,4.402094240837696,American Pub
Charley Dove,,Rittenhouse Square Philadelphia ,★★,4.393455497382199,Mediterranean
Dan's Deli,, Boyertown United States,★,4.389136125654451,Delicatessen
Arena's Deli,, Rehoboth Beach United States,★,4.384816753926701,Bar Food Delicatessen Sandwiches
CD's Place,, Boyertown United States,★,4.3804973821989535,
District Taco,, King of Prussia United States,★,4.3804973821989535,
The Habit Burger Grill,, King of Prussia United States,★,4.3804973821989535,Burgers
Mario's Pizza,, Boyertown United States,★,4.367539267015707,Pizza
Friendly's,, Reading United States,★,4.363219895287958,
Saville's Diner,, Boyertown United States,★,4.35890052356021,
Exeter Family Restaurant,, Reading United States,★,4.354581151832461,
Chick-fil-A,, Malvern United States,★,4.350261780104712,American Chicken Diner Fast Food Fried Chicken National Chain Southern
Santina's Kitchen,, Stowe United States,★,4.345942408376963,
Airport Diner,, Kutztown United States,★,4.3416230366492155,
Cheers' American Bistro,, Reading United States,,4.3416230366492155,
Candlewyck,, Doylestown United States,★,4.332984293193718,
Giovanni's on State,, Doylestown United States,★,4.332984293193718,
Notch Modern Kitchen & Bar,,Trexler Estates Allentown United States,,4.32434554973822,
Charlie K's Pizza,,West Park Allentown United States,,4.32434554973822,Pizza
Hamilton Family Restaurant,, Allentown United States,★,4.315706806282723,
Mount Penn Family Restaurant,, Reading United States,★,4.311387434554974,
Master Wok,, Willow Grove United States,,4.307068062827225,
Quiznos,, Newark United States,★,4.307068062827225,
Spring Mt Hotel,, Schwenksville United States,,4.298429319371728,
Original Dominick's Pizza,, Richboro United States,★,4.29410994764398,Pizza
The Black Horse Tavern,, Plymouth Meeting United States,★,4.28979057591623,
Little Italia Pizzeria,, Wyomissing United States,★,4.285471204188482,Pizza
New York Bagels & Deli,, Easton United States,★,4.281151832460733,Bagels Delicatessen
Goldilox Bagels,,West Somerville Medford ,★,4.281151832460733,Bagels
Dunkin' Donuts,, Lexington United States,★,4.272513089005235,
Dunkin' Donuts,, Lexington United States,★,4.268193717277487,
Capriotti's Sandwich Shop,, West Chester United States,★,4.2638743455497385,Sandwiches
Pizza West Chester,, West Chester United States,,4.2638743455497385,Pizza
Sam's Pizza Island,, West Chester United States,★,4.255235602094241,Pizza
Lorenzo and Sons Pizza | West Chester,, West Chester United States,★,4.250916230366492,Pizza
Weavers Way Co-op,, Ambler United States,,4.246596858638744,
Bravo Pizza of Concord,, Glen Mills United States,★,4.242277486910995,Pizza
Main Street Pizzeria & Grille,, Horsham United States,★,4.237958115183247,Pizza
Friendly's,, Horsham United States,★,4.233638743455497,
Wendy's,, Paoli United States,★,4.229319371727749,
Royal Farms,, Fenwick Island United States,,4.225,
The American Diner,, West Reading United States,★,4.220680628272252,
Americana Diner,,Village Green Bechtelsville ,★,4.216361256544503,American
Mayflower Spring City,, Spring City United States,★,4.216361256544503,
Sal's Pizza Style,, Birdsboro United States,★,4.2077225130890055,Pizza
Olive Garden Italian Restaurant,,Bustleton Philadelphia United States,★★,4.203403141361257,Italian
Kona Island,, Orlando United States,,4.199083769633508,
Lorenzo And Sons Pizza,,South Philadelphia East Philadelphia United States,,4.199083769633508,Pizza
Ohana,, Orlando United States,★★★,4.190445026178011,American Hawaiian
Shake Shack,,South Philadelphia East Philadelphia United States,★★,4.186125654450262,
Campo’s,,South Philadelphia East Philadelphia United States,,4.186125654450262,
La Colombe Coffee Roasters,,Center City East Philadelphia United States,★★,4.177486910994764,Coffee Shop
Spice 28,,Midtown Village Philadelphia ,★★,4.173167539267016,Asian Chinese Thai
Marathon Grill,,Center City West Philadelphia ,★★,4.173167539267016,American
Spread Bagelry,,University City Philadelphia ,★★,4.164528795811519,Salad
Bagels and Co.,,Northern Liberties Philadelphia United States,,3.3489690721649485,Bagels
Cask 'n Flagon,,West Fens Boston ,★★,3.3489690721649485,American
Del Frisco's Double Eagle Steakhouse,,Seaport District Boston ,★★★★,3.314948453608247,American Steakhouse
Noble Rice,,Channel District Tampa United States,★★,4.16020942408377,
Shake Shack KOP (Inside Mall - Foodcourt),, King of Prussia United States,★★,4.16020942408377,Burgers
Naked Farmer,,Downtown Tampa United States,★★,4.16020942408377,
Canal Street Grille,, Yardley United States,★★,4.147251308900524,Mediterranean
Iron Hill Brewery & Restaurant,, Phoenixville United States,★★,4.142931937172776,Brewery
Motorworks Brewing,, Bradenton United States,★★,4.142931937172776,Brewery
Bella Italia Pizza,, Ardmore United States,★★,4.134293193717278,Pizza
La Piazza at Eataly,,Prudential / St. Botolph Boston United States,,4.134293193717278,Italian
Tatte Bakery & Cafe,OPERATIONAL,Back Bay Boston ,★★,4.125654450261781,American Bakery Mediterranean
Lulu's Allston,OPERATIONAL,Allston Boston ,★★,4.125654450261781,American Southern
Carlucci’s Grill,, Yardley United States,★★,4.117015706806283,
Outback Steakhouse,, King of Prussia United States,★★,4.117015706806283,Steakhouse
Hawkers Asian Street Food,,The Edge District St. Petersburg ,★★,4.108376963350786,Asian Fusion Street Food
Bonefish Grill,, Langhorne United States,★★,4.104057591623037,
Perkins Restaurant & Bakery,, Doylestown United States,★★,4.104057591623037,
The Grey Dog,OPERATIONAL,Greenwich Village New York United States,★★,4.095418848167539,American Sandwiches
Iron Hill Brewery & Restaurant,, Newtown United States,★★,4.095418848167539,American Bar Food Brewery
Dudley's,OPERATIONAL,Lower East Side New York United States,★★,4.086780104712043,American Australian Cafe
Ford's Garage,,Waterfront Arts District St. Petersburg United States,★★,4.082460732984293,American Bar Grill
La Dolce Vita Pizzeria,, Medford United States,★★,4.078141361256545,Pizza
PrimoHoagies,, Medford United States,★★,4.078141361256545,
La Bella Pizza,, Medford United States,★★,4.069502617801048,Pizza
Select Pizza | Grill,, Warrington United States,★★,4.069502617801048,Pizza
Claymont Steak Shop,, Wilmington United States,★★,4.069502617801048,
Doc's Irish Pub,, Gilbertsville United States,★★,4.069502617801048,Pub
Tony's Pizza,, Ocean City United States,★★,4.0522251308900525,Pizza
JiLLy’s French Fry Factory,, Ocean City United States,,4.0522251308900525,
Irish Eyes Pub & Restaurant,, Lewes United States,★★,4.043586387434555,Pub
Sea Dog Brewing Co.,, Treasure Island United States,★★,4.043586387434555,American Bar Food Beer Brewery Sandwiches Seafood
Olive Garden Italian Restaurant,, North Wales United States,★★,4.0349476439790575,Italian
Mel's Diner - Fort Myers,, Fort Myers United States,★★,4.0349476439790575,
Phillips Seafood,,Inner Harbor Baltimore ,★★,4.02630890052356,Seafood
Quattro,,North End Boston ,★★,4.021989528795812,Italian Pizza
White Horse Tavern,, Harpers Ferry United States,★★,4.021989528795812,
Pizza Vita,,Woodland Park Summit ,★★,4.021989528795812,Pizza
Valentino's of Kutztown,, Kutztown United States,★★,4.009031413612566,
The Oyster Bar,,Central Arts District St. Petersburg United States,★★,4.004712041884817,
Rosa Mexicano,,D Street / West Broadway Boston ,★★,4.000392670157068,Mexican
The Keg Steakhouse + Bar - King West,,Wellington Place Toronto Canada,★★★,4.000392670157068,Steakhouse
Angelo's Pizza,, Ocean City United States,★★,3.991753926701571,Pizza
Micky Fins Bar & Grill,, Ocean City United States,★★,3.9874345549738224,Bar Grill Seafood
